id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
330380,DHG,small_airport,Dalnegorsk Airport,44.558748,135.490005,833.0,EU,RU,RU-PRI,Dalnegorsk,no,,DHG,,,,
330383,DLR,small_airport,Dalnerechensk Airport,45.877949,133.735822,272.0,EU,RU,RU-PRI,Dalnerechensk,yes,UHHD,DLR,,,,
315624,DPT,small_airport,Deputatskiy Airport,69.392503,139.890012,950.0,EU,RU,RU-SA,Deputatskiy,yes,UEBD,DPT,,,https://en.wikipedia.org/wiki/Deputatsky_Airport,"УЕБД, Deputatsky Airport, Аэропорт Депутатский, Deputy Airport"
34933,RU-0001,medium_airport,Levashovo Air Base,60.0867,30.1933,60.0,EU,RU,RU-SPE,St. Petersburg,no,,,,,https://en.wikipedia.org/wiki/Levashovo_%28air_base%29,"Levashevo, Leningrad, Petrograd"
34935,RU-0002,closed,Afrikanda Air Base,67.456703,32.786701,505.0,EU,RU,RU-MUR,Afrikanda,no,,,,,https://en.wikipedia.org/wiki/Afrikanda_air_base,"ЬЛМФ, Аэродром Африканда, XLMF"
34936,RU-0003,small_airport,Protasovo Regional Airport,54.493301,39.931702,469.0,EU,RU,RU-RYA,Listvyanka,no,,,UUWP,https://www.aeroprotasovo.ru/,https://en.wikipedia.org/wiki/Protasovo_(air_base),"УУВП, Aleksandrovo Air Base, Protasovo Air Base, Ryazan Alexandrovo, Аэродром Александрово, Аэродром Протасово"
34937,RU-0004,closed,Aleysk Air Base,52.48419,82.696788,676.0,AS,RU,RU-ALT,Aleysk,no,,,,,https://en.wikipedia.org/wiki/Aleysk_%28air_base%29,"УНБЙ, Aleisk Air Base, Аэродром Алейск"
34938,RU-0005,closed,Andreapol Air Base,56.643299,32.313301,751.0,EU,RU,RU-TVE,Andreapol,no,,,,,https://en.wikipedia.org/wiki/Andreapol_%28air_base%29,"ЬУЕА, Андреаполь, XUEA"
34939,RU-0006,small_airport,Arabatuk Air Base,50.223801,117.098999,2280.0,AS,RU,RU-ZAB,Dauriya,no,ZA2N,,,,https://en.wikipedia.org/wiki/Arabatuk,"ЗА2Н, Даурия, Krasnyy Velikan North, Аэродром Арабатук, Аэродром Красный Великан Северный, ZA2N"
34940,RU-0007,closed,Ashchebutak Air Base,51.035,59.168301,741.0,AS,RU,RU-ORE,Novoorsk,no,,,,,https://en.wikipedia.org/wiki/Ashchebutak,"ЬВОА, Ащибутак, XWOA"
34942,RU-0008,medium_airport,Bada Air Base,51.406917,109.900091,2500.0,AS,RU,RU-ZAB,Bada,no,XIAB,,,,https://en.wikipedia.org/wiki/Bada_%28air_base%29,
34944,RU-0009,closed,Bakhmutovo Air Base,56.371700286865234,34.08829879760742,699.0,EU,RU,RU-TVE,Rzhev,no,,,,,https://en.wikipedia.org/wiki/Bakhmutovo,
34945,RU-0010,medium_airport,Balashov Air Base,51.533298,43.299999,568.0,EU,RU,RU-SAR,Balashov,no,,,XWSW,,https://en.wikipedia.org/wiki/Balashov_%28air_base%29,
34947,RU-0011,closed,Baltiysk Air Base,54.61000061035156,19.86829948425293,10.0,EU,RU,RU-KGD,Baltiysk,no,,,,,https://en.wikipedia.org/wiki/Baltiysk_%28air_base%29,
34949,RU-0012,closed,Khariusny Air Base (closed),67.379729,34.215661,427.0,EU,RU,RU-MUR,Umbozero,no,,,,,https://en.wikipedia.org/wiki/Berezovka_(air_base),"Khariusnaya Airfield, Berezovka Airfield, Umbozero South, Аэродром Хариусный, Аэродром Хариусная, XLMH, ЬЛМХ"
34950,RU-0013,closed,Bezrechnaya-2 Air Base,50.75,116.217003,2201.0,AS,RU,RU-ZAB,Mirnaya,no,,,,,https://en.wikipedia.org/wiki/Bezrechnaya-2,"Bezrechnaya, Bezrechnoy, Khodabulak, Khada Bulak North, Mirnaya"
34953,RU-0014,medium_airport,Borisoglebsk Air Base,51.366699,42.178299,390.0,EU,RU,RU-VOR,Borisoglebsk,no,,,XUOB,,https://en.wikipedia.org/wiki/Borisoglebsk_%28air_base%29,Аэродром Борисоглебск
34955,RU-0015,medium_airport,Khotilovo Air Base,57.654999,34.099998,591.0,EU,RU,RU-TVE,Bologoye,no,,,XUEH,,https://en.wikipedia.org/wiki/Borisovsky_Khotilovo,"Khatilovo Air Base, Borisovskiy Air Base, Borisovsky Air Base, Аэродром Хотилово, Аэродром Борисовский"
41136,RU-0016,large_airport,Lipetsk Air Base,52.634998,39.445,636.0,EU,RU,RU-LIP,Lipetsk,no,,,XUWL,,https://en.wikipedia.org/wiki/Lipetsk_Air_Base,"ЬУВЛ, Липецк-2"
42981,RU-0017,closed,Pugachev Airport,51.977055,48.720417,,AS,RU,RU-SAR,Pugachev,no,,,,,https://en.wikipedia.org/wiki/Pugachev_Airport,
34960,RU-0018,medium_airport,Buturlinovka Air Base,50.79221,40.606155,505.0,EU,RU,RU-VOR,Buturlinovka,no,,,XUOI,,https://en.wikipedia.org/wiki/Buturlinovka_(air_base),"ЬУОИ, Бутурлиновка"
34961,RU-0019,small_airport,Chebenki Air Base,51.974899,55.549,400.0,AS,RU,RU-ORE,Orenburg,no,UWOI,,,,https://en.wikipedia.org/wiki/Chebenki,"Cheben'ki Air Base, Orenburg Northeast Air Base, Dmitrievka Air Base, Аэродром Чебеньки, Аэродром Дмитриевка"
34962,RU-0020,closed,Chekurovka Air Base,71.06500244140625,127.33799743652344,814.0,AS,RU,RU-SA,Tiksi,no,,,,,https://en.wikipedia.org/wiki/Chekurovka,
41836,RU-0021,small_airport,Korsakov Pushistyy Aerodrome,46.616726,142.812395,210.0,AS,RU,RU-SAK,Korsakov,no,,,,,,
34965,RU-0022,small_airport,Chornoye Air Base,55.75,38.06669998168945,449.0,EU,RU,RU-MOS,Moscow,no,,,,http://www.marzrosto.ru/,https://en.wikipedia.org/wiki/Chernoi,"Chyornoye Air Base, Chyornoe Air Base, Chornoe Air Base, Аэродром Чёрное, Аэродром Черное"
34967,RU-0023,medium_airport,Chindant Air Base,50.396702,116.347,2201.0,AS,RU,RU-ZAB,Borzya,no,UIAG,,,,https://en.wikipedia.org/wiki/Chindant,"Borzya, Borzia, Borzyu, Borzya Northwest, XIAG"
44674,RU-0024,heliport,Krasnaya Polyana Heliport,43.6765319836,40.2066349983,,EU,RU,RU-KDA,Krasnaya Polyana,no,,,,,,Вертодром Красная Поляна
41838,RU-0025,small_airport,Nogliki Airport,51.783955,143.141785,109.0,AS,RU,RU-SAK,Nogliki,yes,UHSN,NGK,,https://airportus.ru/board/?airport=nogliki,https://en.wikipedia.org/wiki/Nogliki_Airport,
41839,RU-0026,closed,Korsakov (Novaya) Air Base,46.709801,142.869995,347.0,AS,RU,RU-SAK,Novaya,no,,,,,,Otomari Airfield
41840,RU-0027,small_airport,Rybnovsk Airport,53.247101,141.806,10.0,AS,RU,RU-SAK,Rybnovsk,no,,,,,,
42328,RU-0028,medium_airport,Kaliningrad Chkalovsk Naval Air Base,54.766602,20.396999,164.0,EU,RU,RU-KGD,Kaliningrad,no,,,,,https://en.wikipedia.org/wiki/Kaliningrad_Chkalovsk,"Chkalovskoye, Tchalov, Proveren"
42329,RU-0029,small_airport,Kansk West Airport,56.20658493041992,95.63624572753906,,AS,RU,RU-KYA,,no,,,,,,
42331,RU-0030,closed,Tyukhtet North,56.562099,89.329002,,AS,RU,RU-KYA,Tyukhtet,no,,,,,,
42909,RU-0031,closed,Khodynka Airport,55.78860092163086,37.52989959716797,502.0,EU,RU,RU-MOW,Moscow,no,,,,,https://en.wikipedia.org/wiki/Khodynka_Airport,"Tsentralny Airport, Аэропорт Центральный"
42914,RU-0032,closed,Shimanovsk Airport,51.985001,127.643331,869.0,AS,RU,RU-AMU,Shimanovsk,no,,,,,https://en.wikipedia.org/wiki/Shimanovsk_Airport,"УХБК, Шимановск, UHBK"
42917,RU-0033,small_airport,Plestsy Air Base,62.716702,40.4883,427.0,EU,RU,RU-ARK,Plesetsk,no,,,XLAP,,https://en.wikipedia.org/wiki/Plestsy_Airport,"Аэропорт Плесцы, ЬЛАП"
42919,RU-0034,small_airport,Verkhnyaya Toyma Airport,62.239632,45.019784,98.0,EU,RU,RU-ARK,Verkhnyaya Toyma,no,,,,,https://en.wikipedia.org/wiki/Verkhnyaya_Toyma,
42924,RU-0035,medium_airport,Grozny Airport,43.388106,45.699772,548.0,EU,RU,RU-CE,Grozny,yes,URMG,GRV,,,https://en.wikipedia.org/wiki/Grozny_Airport,"Grozny North, Grozny Severny, Grozny, Аэропорт Грозный Северный, Аэропорт Грозный"
42927,RU-0036,medium_airport,Irkutsk Northwest Airport,52.368301,104.182999,1470.0,AS,RU,RU-IRK,Irkutsk,no,UIIR,,,,https://en.wikipedia.org/wiki/Irkutsk_Northwest_Airport,"Irkutsk-2 Airport, Irkutsk Severozapadny, Аэропорт Иркутск-2, Аэропорт Иркутск Северозападный"
42932,RU-0037,small_airport,Kaliningrad Devau Airport,54.725128173828125,20.573894500732425,69.0,EU,RU,RU-KGD,Kaliningrad,no,,,,,https://en.wikipedia.org/wiki/Kaliningrad_Devau_Airport,Königsberg Devau Airport
42939,RU-0038,closed,Palana (East) Airport,59.05833435058594,159.96665954589844,154.0,AS,RU,RU-KAM,Palana,no,,,,,https://en.wikipedia.org/wiki/Palana_New_Airport,
44681,RU-0039,closed,Kachalovka Airfield,67.987,39.834999,607.0,EU,RU,RU-MUR,Kachalovka,no,,,,,,"Аэродром Качаловка, ZA44, ЗА44, Гремиха"
42948,RU-0040,small_airport,Syktyvkar Southwest,61.586666,50.52,489.0,EU,RU,RU-KO,Syktyvkar,no,,,,,https://en.wikipedia.org/wiki/Syktyvkar_Southwest,
42969,RU-0041,closed,Taly Ruchey Air Base,66.889999,33.883301,194.0,EU,RU,RU-MUR,Umba,no,,,,,https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BB%D1%8B%D0%B9_%D0%A0%D1%83%D1%87%D0%B5%D0%B9_(%D0%B0%D1%8D%D1%80%D0%BE%D0%B4%D1%8,"Umba Northwest, Umba Severozapadnaya, Аэропорт Умба Северозападная, УЛМХ, Талый Ручей, ULMH"
35059,RU-0042,small_airport,Istomino Airfield,56.521702,43.48,253.0,EU,RU,RU-NIZ,Balakhna,no,,,,,https://en.wikipedia.org/wiki/Pravdinsk_(air_base),"Аэродром Правдинск, Аэродром Истомино, XUDP, Pravdinsk"
42971,RU-0043,medium_airport,Mius Airport,54.958332,43.311668,525.0,EU,RU,RU-NIZ,Sarov,no,,,XUDM,,https://en.wikipedia.org/wiki/Sarovo_Airport,"Sarov Airport, Аэропорт Миус, Аэропорт Саров, ЬУДМ"
42977,RU-0044,small_airport,Krasnovishersk Airport,60.4106330871582,57.13611602783203,551.0,EU,RU,RU-PER,Krasnovishersk,no,,,,,https://en.wikipedia.org/wiki/Krasnovishersk_Airport,
42982,RU-0045,closed,Saratov South Airport,51.477802,45.942593,266.0,AS,RU,RU-SAR,Saratov,no,,,,,https://en.wikipedia.org/wiki/Saratov_South,
42983,RU-0046,heliport,Tatischevo Air Base,51.6843986511,45.5481147766,787.0,EU,RU,RU-SAR,Tatischevo,no,,,,,https://en.wikipedia.org/wiki/Tatischevo_(airbase),Tatishchevo Air Base
42987,RU-0047,closed,Kazan Old Airport,55.7874984741,49.1952781677,394.0,EU,RU,RU-TA,Kazan,no,,,,,https://en.wikipedia.org/wiki/Kazan-2_Airport,"İske Aeroport, Старый Аэропорт, УВКК, Казань-2, UWKK"
42988,RU-0048,small_airport,Menzelinsk Airport,55.720001,53.060001,299.0,AS,RU,RU-TA,Menzelinsk,no,UWKP,,,http://skyjump.ru/,https://en.wikipedia.org/wiki/Menzelinsk_Airport,"Аэропорт Мензелинск, УВКП"
42989,RU-0049,closed,Yelabuga North Airport,55.79280090332031,52.132999420166016,518.0,EU,RU,RU-TA,Yelabuga,no,,,,,https://en.wikipedia.org/wiki/Yelabuga_North,
42991,RU-0050,medium_airport,Yamburg Airport,67.986664,75.099998,108.0,AS,RU,RU-YAN,Yamburg,yes,USMQ,,,,https://en.wikipedia.org/wiki/Yamburg_Airport,
42993,RU-0051,closed,Nikolsk Airport,59.496666,45.518333,551.0,EU,RU,RU-VLG,Nikolsk,no,,,,,https://en.wikipedia.org/wiki/Nikolsk_Airport,Nikolsk South Airport
42996,RU-0052,closed,Baley Airport,51.561066,116.702873,2136.0,AS,RU,RU-ZAB,Baley,no,,,,,https://en.wikipedia.org/wiki/Baley_Airport,Balei Airport
42999,RU-0053,closed,Iultin Airport,67.9114990234375,-178.6719970703125,98.0,EU,RU,RU-CHU,Iul'tin,no,,,,,https://en.wikipedia.org/wiki/Iultin,Аэропорт Иультин
43000,RU-0054,small_airport,Kyren Airport,51.678089,102.156548,2290.0,EU,RU,RU-BU,Kyren,no,UIIN,,,,https://en.wikipedia.org/wiki/Kyren_Airport,
43001,RU-0055,closed,Bereznik,62.823334,42.796665,105.0,EU,RU,RU-ARK,Bereznik,no,,,,,https://en.wikipedia.org/wiki/Semenovskoye_Shidrovo,"Semenovskoye Shidrovo Airport, Аэропорт Березник, ULAB"
43003,RU-0056,small_airport,Taksimo Airport,56.361668,114.93,1634.0,AS,RU,RU-BU,Taksimo,yes,UIKG,TKM,,,https://en.wikipedia.org/wiki/Taksimo_Airport,
43004,RU-0057,closed,Tarnogskiy Gorodok Airfield,60.5033,43.6017,328.0,EU,RU,RU-VLG,Tarnogskiy Gorodok,no,,,,,https://en.wikipedia.org/wiki/Tarnogskiy_Gorodok_Airfield,"Tarnogsky Gorodok Airport, Tarnoga Airport, Аэропорт Тарногский Городок, Аэропорт Тарнога, УЛВГ, ULWG"
43005,RU-0058,small_airport,Tasayevo Airport,57.174999,94.889999,299.0,AS,RU,RU-KYA,Tasayevo,no,,,,,https://en.wikipedia.org/wiki/Tasayevo_Airport,
43007,RU-0059,closed,Alakurtti Naval Air Base,66.973335,30.344999,538.0,EU,RU,RU-MUR,Alakurtti,no,,,,,https://en.wikipedia.org/wiki/Alakurtti_Air_Base,XLMA
43008,RU-0060,medium_airport,Chernyakhovsk Naval Air Base,54.601665,21.781668,131.0,EU,RU,RU-KGD,Chernyakhovsk,no,,,XMWH,,https://en.wikipedia.org/wiki/Chernyakhovsk_(air_base),Черняхо́вск
43009,RU-0061,heliport,Donskoye Air Base,54.934391,19.982414,135.0,EU,RU,RU-KGD,Donskoye,no,,,,,https://en.wikipedia.org/wiki/Donskoye_(air_base),"Bryusterort, Donskoe, Gross Dirschkeim"
44683,RU-0062,small_airport,Kalinovskaya Airfield,43.59999847412109,45.52999877929688,,EU,RU,RU-CE,Kalinovskaya,no,,,,,,Аэродром Калиновская
43012,RU-0063,closed,Lakhta Naval Air Base,64.383331,40.716667,102.0,EU,RU,RU-ARK,Arkhangelsk,no,,,,,https://en.wikipedia.org/wiki/Lakhta_air_base,"Kholm, Katunino, Novodvinsk, Lahta, Pervomaysk, XLAL"
43014,RU-0064,medium_airport,Ostrov Naval Air Base,57.299999,28.4333,220.0,EU,RU,RU-PSK,Ostrov,no,,,XLOS,,https://en.wikipedia.org/wiki/Ostrov_(air_base),"Gorokhovka, Kildin"
43015,RU-0065,medium_airport,Pribylovo Naval Air Base,60.458332,28.746668,131.0,EU,RU,RU-LEN,Pribilovo,no,,,XLLY,,https://en.wikipedia.org/wiki/Pribylovo,"Klyuchevoye, Makslahti"
43017,RU-0066,closed,Severomorsk-2 Naval Air Base,69.014999,33.291668,253.0,EU,RU,RU-MUR,Severomorsk,no,,,,,https://en.wikipedia.org/wiki/Severomorsk-2,"Safonovo, Murmansk Northeast, XLME"
43019,RU-0067,closed,Veshchevo Naval Air Base,60.673301696777344,29.16670036315918,154.0,EU,RU,RU-LEN,Veshchevo,no,,,,,https://en.wikipedia.org/wiki/Veshchevo,"Veshchyovo, Veshchovo, Vyborg East, Vyborg Vostochny, Вещёво, Вещево, Выборг Восточный, Heinjoki"
43331,RU-0068,small_airport,Bychye Field,60.014599,29.702801,10.0,EU,RU,RU-SPE,Kronshtadt,no,,,ULLY,http://kronavia.ru/,,"Bychye Pole, Кронштадт, Бычье Поле, Kronshtadt Airfield, УЛЛЫ, Kotlin Island"
43332,RU-0069,small_airport,Kummolovo Airfield,59.65444564819336,28.994722366333008,,EU,RU,RU-LEN,,no,,,,http://www.kummolovo.ru/,,Куммолово
43335,RU-0070,small_airport,Manushkino Airfield,59.8718986511,30.802799224900003,,EU,RU,RU-LEN,Manushkino,no,ULSM,,,,,"Аэродром Манушкино, УЛСМ"
43336,RU-0071,small_airport,Kuznetsovo Airfield,55.961765,93.011971,886.0,AS,RU,RU-KYA,,no,UNQK,,,,,"УНЯК, Аэродром Кузнецово"
43586,RU-0072,small_airport,Gorskaya Airfield,60.03329849243164,30.01499938964844,125.0,EU,RU,RU-SPE,,no,,,,,,Аэродром Горская
43587,RU-0073,small_airport,Gostilitsy Airfield,59.7267,29.6395,,EU,RU,RU-LEN,Gostilitsy,no,ULSG,,,http://www.ulsg.ru,https://ru.wikipedia.org/wiki/Гостилицы_(аэродром),"Аэродром Гостилицы, Vil'povitsy"
43661,RU-0074,small_airport,Borki Airfield,58.371133,31.043243,,EU,RU,RU-NGR,Novgorod,no,,,,http://www.ask.nov.ru/,,Аэродром Борки
43657,RU-0075,small_airport,Korpikyulya Airfield,59.60499954223633,30.272300720214844,,EU,RU,RU-LEN,Gatchina,no,ULSK,,,http://www.aeropiter.ru/ru/aeroclub.htm,,"Korpikulya Airfield, Аэродром Корпикюля"
43658,RU-0076,closed,Lepsari Airfield,60.138401,30.886499,98.0,EU,RU,RU-LEN,,no,,,,,,"Аэродром Лепсари, ZA77"
43659,RU-0077,small_airport,Sivoritsy Airfield,59.476156,30.001545,371.0,EU,RU,RU-LEN,Gatchina,no,,,,,,"Nikolskoye Airfield, Аэродром Сиворицы, Аэродром Никольское"
43660,RU-0078,closed,Yermilovo Air Base,60.375,28.874000549316406,,EU,RU,RU-LEN,,no,,,,,,"Ermilovo Air Base, Аэродром Ермилово"
43662,RU-0079,small_airport,Kuznetsovo Airfield,59.24520111083984,29.945199966430664,,EU,RU,RU-LEN,Rozhdestveno,no,ULSO,,,,,Аэродром Кузнецово
43665,RU-0080,small_airport,Murmashi Airfield,68.8067,32.8077,245.0,EU,RU,RU-MUR,Murmansk,no,,,XLMN,,,"ЬЛМН, Аэродром Мурмаши"
35019,RU-0081,closed,Leonidovo Air Base,49.270554,142.928772,59.0,AS,RU,RU-SAK,Leonidovo,no,,,,,https://en.wikipedia.org/wiki/Leonidovo_(air_base),Shisuka Naval Airfield
43670,RU-0082,small_airport,Bolchary Airport,59.821293,68.829631,,EU,RU,RU-KHM,Bolchary,no,,,,,,Аэропорт Болчары
43674,RU-0083,small_airport,Verkhnyaya Zolotitsa Airfield,65.68571,40.36182,,EU,RU,RU-ARK,,no,ULBW,,,,,"Verhnyaya Zolotitsa Airport, Аэропорт Верхняя Золотица, УЛБВ"
43677,RU-0084,small_airport,Vozhgora Airport,64.539597,48.484901,296.0,EU,RU,RU-ARK,Vozhgora,no,,,ULJW,,,"УЛЙВ, Аэропорт Вожгора"
43681,RU-0085,small_airport,Dolgoshchelye Airfield,66.053492,43.424625,,EU,RU,RU-ARK,Dolgoshchelye,no,,,ULBD,,,"Аэропорт Долгощелье, УЛБД"
43685,RU-0086,closed,Zavetnoe Airport,47.135167,43.899133,431.0,EU,RU,RU-ROS,,no,,,,,,"УРРЫ, Zavetnoye Airport, Аэропорт Заветное, URRY"
43690,RU-0087,small_airport,Indiga Airport,67.645419,49.048749,,EU,RU,RU-NEN,,no,,,,,,Аэропорт Индига
43977,RU-0088,closed,Urup Airport,46.203894,150.520736,102.0,AS,RU,RU-SAK,Kastrikum,no,,,,,,"Shinonome, Shinonomehara, Uruppu, ZA55, 	ЗА55, Кастрикум"
44301,RU-0089,medium_airport,Krymsk Air Base,44.959999,38.0,66.0,EU,RU,RU-KDA,Krymsk,no,,NOI,XRKW,,,Аэродром Крымск
44302,RU-0090,medium_airport,Krasnodar Central Air Base,45.082429,38.944312,105.0,EU,RU,RU-KDA,Krasnodar,no,,,,,,"Krasnodar North Air Base, Аэродром Краснодар-Центральный, Аэродром Краснодар-Северный"
44303,RU-0091,closed,Baronovskiy Airfield,44.92366,40.987973,,EU,RU,RU-KDA,Armavir,no,,,,,,"Baronovsky Airfield, Аэродром Бароновский, URKB"
44304,RU-0092,closed,Myskhako Airport,44.66999816894531,37.7760009765625,,EU,RU,RU-KDA,Novorossiysk,no,,,,,,"Myskhako Airport, Novorossiysk Airport, Аэропорт Мысхако, Аэропорт Новороссийск"
44316,RU-0093,small_airport,Sasovo Airfield,54.356106,41.983345,365.0,EU,RU,RU-RYA,Sasovo,no,UUBG,,,https://web.archive.org/web/20190516110151/http://sasovoavia.3dn.ru/,,"УУБГ, Аэродром Сасово"
44317,RU-0094,small_airport,Buguruslan Glavny Airfield,53.61800003049999,52.4440002441,,EU,RU,RU-ORE,Buguruslan,no,UWWZ,,,http://blu-ga.narod.ru/,,"Buguruslan Main Airfield, Аэродром Бугуруслан Главный"
44318,RU-0095,small_airport,Troekurovka Air Base,53.225454,48.549725,360.0,AS,RU,RU-SAM,Syzran,no,,,,,,"Troyekurovka Air Base, Аэродром Троекуровка"
44319,RU-0096,closed,Bezenchuk Airfield,52.965,49.377998,,AS,RU,RU-SAM,Bezenchuk,no,,,,,,Аэродром Безенчук
44322,RU-0097,small_airport,Oktyabrskiy Airfield,44.64500045776367,40.22200012207031,,EU,RU,RU-AD,Maykop,no,,,,,,"Oktyabrsky Airfield, Аэродром Октябрьский"
44323,RU-0098,closed,Oktyabrskiy Air Base,47.970001,43.720001,,EU,RU,RU-VGG,Oktyabrskiy,no,,,,,,"Oktyabrsky Air Base, Аэродром Октябрьский, XRWO"
44328,RU-0099,small_airport,Aleksandrovskoye Airport,60.445636,77.837069,,EU,RU,RU-TOM,Aleksandrovskoye,no,UNSA,,,,,"Aleksandrovskoe Airport, Alexandrovskoye Airport, Alexandrovskoe Airport, Аэропорт Александровское"
44329,RU-0100,heliport,Amazar Air Base,53.791999816895,120.91999816895,1530.0,AS,RU,RU-ZAB,Amazar,no,,,XIAL,,,"ЬИАЛ, Аэродром Амазар"
44331,RU-0101,small_airport,Ashuluk Airfield,47.42257,47.92717,-66.0,AS,RU,RU-AST,,no,,,,,,"Kordon Airfield, Аэродром Ашулук, Аэродром Кордон"
44333,RU-0102,closed,Atkarsk Airport,51.801998,45.112,,AS,RU,RU-SAR,,no,,,,,,
44334,RU-0103,small_airport,Azov Airfield,47.0846,39.406169,135.0,EU,RU,RU-ROS,Azov,no,,,XRRA,,,"ЬРРА, Аэродром Азов"
44337,RU-0104,small_airport,Barabinsk Airport,55.36000061035156,78.30000305175781,,AS,RU,RU-NVS,Barabinsk,no,UNRR,,,,,Аэропорт Барабинск
44339,RU-0105,small_airport,Barguzin Airport,53.587003,109.699997,1585.0,EU,RU,RU-BU,Barguzin,no,UIAO,,UIAO,,,"УИАО, Аэропорт Баргузин"
44340,RU-0106,small_airport,Basy Airfield,46.214443,46.945971,,AS,RU,RU-AST,Uchkhoz,no,XRAS,,,,,Аэродром Басы
44341,RU-0107,closed,Bataysk Air Base,47.117000579833984,39.79499816894531,,EU,RU,RU-ROS,Bataysk,no,,,,,,"Bataisk Air Base, Аэродром Батайск"
44344,RU-0108,small_airport,Berdsk Airfield,54.73500061035156,83.09500122070312,,AS,RU,RU-NVS,Berdsk,no,,,,,,"Berdsk Tsentralniy Airfield, Аэродром Бердск, Аэродром Бердск Центральный"
44345,RU-0109,small_airport,ObGES Airfield,54.874000549316406,82.98300170898438,,AS,RU,RU-NVS,Novosibirsk,no,,,,,,"Ob-GES Airfield, Аэродром ОбьГЭС, Аэродром Обь-ГЭС"
44346,RU-0110,small_airport,Mochische Airfield,55.168999,83.142998,718.0,AS,RU,RU-NVS,Novosibirsk,no,UNNM,,,http://aeromochische.ru/,,"Mochishche Airfield, Аэродром Мочище"
34981,RU-0111,closed,Dresba Air Base,69.36329650878906,161.56199645996094,272.0,AS,RU,RU-CHU,Pevek,no,,,,,https://en.wikipedia.org/wiki/Dresba,
44347,RU-0112,small_airport,Yevsino Airfield,54.4070014954,83.24199676510001,,AS,RU,RU-NVS,Evsino,no,,,,http://aviaclub.ru/nasha-territorija/aehrodrom-evsino/,,"Evsino Airfield, Linyovo Airfield, Аэродром Евсино, Аэродром Линёво"
44348,RU-0113,small_airport,Kamen-na-Obi Air Base,53.792999,81.150002,510.0,AS,RU,RU-ALT,Kamen-na-Obi,no,XNBK,,,,https://en.wikipedia.org/wiki/Kamen-na-Obi_(air_base),Аэродром Камень-на-Оби
44349,RU-0114,small_airport,Panfilovo Airport,53.124276,83.374341,750.0,AS,RU,RU-ALT,Kalmanka,no,,,XNBP,,https://en.wikipedia.org/wiki/Panfilovo_(air_base),"ЬНБП, Аэродром Калманка, Novoromanovo, Новороманово"
44350,RU-0115,small_airport,Slavgorod North Air Base,53.051998,78.639999,,AS,RU,RU-ALT,Slavgorod,no,XNBS,,,,,"Slavgorod Severny Air Base, Slavgorod Severnity Air Base, Аэродром Славгород Северный"
44351,RU-0116,small_airport,Severnoye Airport,56.3349990845,78.3550033569,,AS,RU,RU-NVS,Severnoe,no,UNNS,,,,,"Severnoe Airport, Аэропорт Северное, УННС"
44352,RU-0117,small_airport,Klyuchi Airfield,52.26499938964844,79.2020034790039,,AS,RU,RU-ALT,Klyuchi,no,,,,,,Аэродром Ключи
44353,RU-0118,small_airport,Chistoozernoe Air Base,54.659,76.537003,,AS,RU,RU-NVS,Chistoozernoe,no,XNOR,,,,,"Chistoozyornoe, Chistoozyornoye Airfield, Аэродром Чистоозёрное"
44687,RU-0119,heliport,Srednebeloye Helicopter Base,50.691002,128.009995,,EU,RU,RU-AMU,Srednebeloye,no,,,XHIB,,,"ЬХИБ, Srednebelaya Helicopter Base, Вертодром Среднебелое, Вертодром Среднебелая"
44359,RU-0120,small_airport,Ishim Airfield,56.08599853515625,69.4530029296875,,AS,RU,RU-TYU,Ishim,no,,,,,,Аэродром Ишим
44360,RU-0121,small_airport,Verkhneimbatsk Airport,63.156939,87.972736,,EU,RU,RU-KYA,Verkhneimbatsk,no,,,,,,"Verhneimbatsk Airport, Аэропорт Верхнеимбатск"
44361,RU-0122,small_airport,Yalutorovsk Airfield,56.66699981689453,66.25800323486328,,AS,RU,RU-TYU,Yalutorovsk,no,,,,,,Аэродром Ялуторовск
44364,RU-0123,small_airport,Birobidzhan Yuzhniy Airfield,48.583557,133.048811,217.0,EU,RU,RU-YEV,Birobidzhan,no,UHHB,,,,https://en.wikipedia.org/wiki/Birobidzhan_Yuzhniy_Airfield,"Birobidzhan Yuzhny Airfield, Birobidzhan South Airfield, Zholty Yar Airfield, Zhelty Yar Airfield, Аэропорт Биробиджан Южный, Аэропорт Жёлтый Яр, Аэропорт Желтый Яр"
44366,RU-0124,closed,Birofeld Airfield,48.400002,132.783005,,AS,RU,RU-YEV,Birofeld,no,,,,,,Аэродром Бирофельд
44370,RU-0125,medium_airport,Bobrovka Air Base,53.145,50.709999,140.0,AS,RU,RU-SAM,Kinel,no,XWWO,,,,,Аэродром Бобровка
44378,RU-0126,small_airport,Borzya Zapadnaya Airfield,50.354,116.260002,,EU,RU,RU-ZAB,Borzya,no,,,,,,"Borzya West Airfield, Аэродром Борзя Западная"
44379,RU-0127,closed,Bryansk Airport,53.269328,34.336638,,EU,RU,RU-BRY,Bryansk,no,,,,,,Аэропорт Брянск
44380,RU-0128,medium_airport,Budyonnovsk Air Base,44.830002,44.013,,EU,RU,RU-STA,Budyonnovsk,no,URMB,,,,,"Budennovsk Air Base, Аэродром Будённовск, Аэродром Буденновск"
